name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,max_power (in bph),Mileage Unit,Mileage,Engine (CC)
3,2016,950000,38600,1,0,1,0,5,126.2,1,19.67,1582
3,2017,975000,48698,1,0,1,0,5,126.2,1,19.67,1582
5,2018,445000,32995,3,0,0,0,5,81.8,1,20.52,1197
7,2018,539000,60000,1,1,1,0,5,74.0,1,22.95,1248
6,2015,550000,130000,1,1,1,2,5,83.8,1,20.45,1461
9,2011,330000,120000,1,1,1,0,5,73.9,1,22.07,1199
3,2014,220000,80000,3,1,1,4,5,55.2,1,21.1,814
5,2007,150000,75000,3,1,1,0,5,46.3,1,19.7,796
5,2009,170000,90000,3,1,1,2,5,46.3,1,19.7,796
8,2018,730000,90000,1,1,1,0,5,67.05,1,23.59,1364
7,2016,320000,120000,1,1,1,0,5,74.0,1,22.95,1248
3,2014,300000,30000,3,1,1,2,5,78.9,1,20.36,1197
5,2016,562000,25339,3,1,1,0,5,83.1,1,21.4,1197
3,2014,250000,10000,3,1,1,0,5,55.2,1,21.1,814
7,2017,484999,35000,1,1,1,0,5,88.7,1,20.65,1248
3,2013,280000,35000,3,1,1,2,5,78.9,1,20.36,1197
5,2015,571000,68000,1,1,1,2,7,88.76,1,20.77,1248
7,2012,175000,60000,1,1,1,0,5,74.0,1,22.3,1248
1,2011,204999,70000,1,1,1,2,5,68.0,1,20.0,1399
4,2015,445000,62000,1,0,1,0,7,74.96,1,21.0,1498
3,2016,819999,39000,1,0,1,0,5,126.2,1,19.67,1582
3,2016,825000,39000,1,0,1,0,5,88.7,1,21.38,1396
1,2015,599000,92651,1,0,1,0,5,98.96,1,21.7,1498
3,2013,165000,45000,3,1,1,2,5,55.2,1,21.1,814
5,2016,470000,23700,3,1,1,0,5,81.8,1,20.4,1197
6,2017,900000,50000,1,1,1,0,5,108.45,1,20.37,1461
3,2017,715000,60000,1,1,1,0,5,88.73,1,21.19,1396
1,2014,300000,80000,1,1,1,0,5,68.05,1,20.0,1399
3,2016,380000,80000,3,1,1,0,5,68.05,1,19.81,1086
3,2014,351000,25000,3,1,1,0,5,78.9,1,20.36,1197
5,2020,350000,5000,3,1,1,0,5,47.3,1,22.05,796
3,2015,535000,80000,1,1,1,0,5,88.73,1,22.54,1396
3,2016,280000,19000,3,1,1,0,5,55.2,1,21.1,814
5,2019,650000,33000,3,1,0,0,5,81.8,1,21.21,1197
3,2020,360000,65000,3,1,1,2,5,81.86,1,20.14,1197
9,2017,575000,40000,1,1,1,0,5,108.62,1,21.66,1498
5,2016,325000,50000,3,1,1,0,5,67.04,1,20.51,998
5,2016,250000,20000,3,1,1,0,5,47.3,1,22.74,796
6,2014,425000,69000,1,0,1,0,5,83.8,1,19.87,1461
5,2016,500000,22947,3,1,1,0,5,81.8,1,20.4,1197
3,2013,300000,30000,3,1,1,2,5,78.9,1,20.36,1197
3,2016,270000,7672,3,1,1,0,5,55.2,1,21.1,814
5,2010,160000,36659,3,1,1,0,5,46.3,1,19.7,796
5,2009,160000,70000,3,1,1,4,5,46.3,1,19.7,796
1,2012,220000,100000,1,1,1,2,5,68.0,1,20.0,1399
3,2017,670000,48000,1,1,1,0,5,88.73,1,22.54,1396
3,2018,780000,35000,1,1,1,0,5,88.73,1,22.54,1396
5,2017,515000,23000,3,1,1,0,5,83.1,1,21.4,1197
3,2017,800000,14000,1,1,1,0,5,88.73,1,22.54,1396
3,2013,200000,60000,3,1,1,2,5,55.2,1,21.1,814
5,2013,250000,35000,3,1,1,0,5,67.1,1,20.92,998
6,2012,250000,120000,1,1,1,4,5,78.0,1,21.8,1461
5,2014,650000,68000,1,1,1,0,5,74.0,1,22.9,1248
2,2016,950000,60000,1,1,1,0,7,98.6,1,21.9,1498
3,2016,300000,35000,3,1,1,0,5,55.2,1,21.1,814
7,2017,493000,40000,3,1,1,0,5,84.0,1,20.3,1199
1,2010,185000,124316,1,0,1,2,5,68.0,1,20.0,1399
4,2019,1225000,6544,1,1,1,0,5,115.0,1,20.0,1497
3,2008,130000,30000,3,1,1,2,5,68.05,1,19.81,1086
5,2019,685000,19000,3,1,0,0,5,83.1,1,21.4,1197
5,2020,399000,5000,0,1,1,0,5,61.7,0,21.94,1196
5,2012,450000,97000,1,1,1,4,5,74.0,1,22.9,1248
1,2012,320000,103994,1,1,1,1,5,68.0,1,20.0,1399
5,2011,350000,115000,1,1,1,1,5,88.8,1,21.5,1248
7,2012,285000,178000,1,1,1,2,5,74.0,1,22.3,1248
1,2011,300000,80000,1,1,1,0,5,68.0,1,20.0,1399
5,2004,100000,100000,3,1,1,2,5,46.3,1,19.7,796
3,2012,300000,41000,3,1,1,2,5,78.9,1,20.36,1197
5,2011,199000,70000,3,1,1,4,5,67.1,1,20.92,998
6,2012,545000,90000,1,1,1,2,5,83.8,1,20.46,1461
5,2014,570000,80000,1,1,1,2,7,88.8,1,20.77,1248
5,2009,114999,100000,3,1,1,0,5,46.3,1,19.7,796
7,2018,450000,35000,3,1,1,0,5,84.0,1,20.3,1199
6,2019,600000,5000,3,1,1,0,7,72.0,1,20.0,999
5,2014,254999,40000,3,1,1,2,5,67.1,1,20.92,998
5,2008,221000,35008,3,0,1,0,5,67.05,1,21.79,998
8,2014,480000,54891,1,0,1,0,5,67.04,1,23.59,1364
3,2018,1000000,30000,1,1,0,0,5,126.2,1,22.0,1582
6,2012,245000,100000,1,0,1,0,5,63.1,1,23.08,1461
8,2010,425000,83585,1,0,1,0,5,87.2,1,21.43,1364
6,2017,750000,48406,1,0,1,0,5,83.8,1,19.87,1461
3,2016,570000,56239,1,0,1,0,5,88.73,1,22.54,1396
5,2015,585000,33243,3,0,1,0,5,83.1,1,21.4,1197
6,2018,900000,35000,1,1,1,0,7,83.8,1,21.04,1461
5,2015,400000,50000,3,1,1,0,5,83.11,1,20.4,1197
5,2009,140000,35000,3,1,1,0,5,46.3,1,19.7,796
5,2017,380000,29000,3,1,0,0,5,67.0,1,20.51,998
5,2018,630000,15000,3,1,1,0,5,81.8,1,21.21,1197
5,2009,120000,17000,3,1,1,0,5,46.3,1,19.7,796
7,2012,287000,120000,1,1,1,0,5,88.8,1,21.12,1248
5,2016,550000,45000,3,1,1,0,5,83.1,1,21.4,1197
5,2016,300000,25000,3,1,1,0,5,47.3,1,22.74,796
5,2015,300000,50000,3,1,1,4,5,67.04,1,20.51,998
3,2010,210000,110000,3,1,1,0,5,78.9,1,20.36,1197
3,2013,500000,87000,1,1,1,2,5,126.32,1,22.32,1582
5,2013,509999,148000,1,1,1,0,7,88.8,1,20.77,1248
3,2013,459999,60000,1,1,1,2,5,88.76,1,21.27,1396
5,2015,310000,18000,3,1,1,0,5,47.3,1,22.74,796
7,2018,775000,80000,1,1,1,0,5,74.0,1,22.95,1248
5,2004,105000,96000,3,1,1,4,5,46.3,1,19.7,796
3,2013,360000,210000,1,1,1,4,5,88.76,1,21.9,1396
9,2012,400000,60000,1,1,1,4,5,105.0,1,20.5,1598
5,2014,600000,90000,1,1,1,0,5,74.0,1,23.4,1248
4,2012,140000,120000,1,1,1,2,5,65.0,1,21.03,1461
7,2008,210000,100000,1,1,1,0,5,70.0,1,19.61,1405
3,2008,200000,40000,3,1,1,0,5,78.9,1,20.36,1197
7,2013,316000,140000,1,1,1,0,5,88.76,1,21.02,1248
5,2015,650000,100000,1,1,1,0,7,88.76,1,20.77,1248
1,2014,400000,30000,1,1,1,0,5,68.05,1,20.0,1399
1,2018,900000,19000,1,1,1,0,5,98.96,1,23.0,1498
3,2015,600000,40000,1,1,1,0,5,88.73,1,22.54,1396
3,2014,575000,106000,1,1,1,0,5,126.32,1,22.32,1582
9,2012,280000,80000,1,1,1,4,5,103.6,1,20.54,1598
3,2015,580000,74000,1,1,1,2,5,88.73,1,21.19,1396
3,2013,500000,70000,1,1,1,4,5,126.32,1,22.32,1582
3,2011,225000,80000,3,1,1,2,5,78.9,1,20.36,1197
3,2011,350000,100000,1,1,1,2,5,90.0,1,23.0,1396
3,2011,235000,80000,3,1,1,2,5,78.9,1,20.36,1197
5,2010,190000,35000,3,1,1,0,5,46.3,1,19.7,796
7,2011,325000,79000,1,1,1,0,5,88.8,1,21.12,1248
9,2011,300000,120000,1,1,1,4,5,103.6,1,20.54,1598
7,2017,550000,10000,3,1,1,0,5,84.0,1,20.3,1199
5,2013,450000,108800,1,1,1,4,5,74.0,1,22.9,1248
3,2009,199000,70000,3,1,1,2,5,78.9,1,20.36,1197
1,2011,240000,72000,1,1,1,0,5,68.0,1,20.0,1399
5,2006,120000,100000,3,1,1,2,5,46.3,1,19.7,796
3,2017,265000,100000,3,1,1,0,5,55.2,1,21.1,814
5,2008,100000,120000,3,1,1,2,8,35.0,1,19.7,796
7,2015,400000,100000,1,1,1,0,5,88.7,1,23.0,1248
3,2013,345000,40000,1,1,1,0,5,88.8,1,21.9,1396
5,2018,620000,15000,3,1,0,0,5,81.8,1,20.89,1197
5,2018,700000,10000,3,1,1,2,5,83.1,1,21.4,1197
7,2012,200000,90000,1,1,1,0,5,74.0,1,22.3,1248
8,2011,365000,185000,1,1,1,2,5,87.2,1,21.43,1364
5,2018,740000,9000,3,1,0,0,5,83.1,1,21.4,1197
5,2019,570000,19000,3,1,0,2,5,81.8,1,20.89,1197
7,2013,250000,100000,1,1,1,0,5,70.0,1,23.57,1396
5,2017,430000,20000,3,1,0,0,5,67.0,1,20.51,998
3,2014,225000,35000,3,1,1,0,5,55.2,1,21.1,814
3,2014,440000,70000,1,1,1,2,5,88.73,1,22.54,1396
5,2013,420000,105000,1,1,1,2,5,74.0,1,23.4,1248
6,2013,425000,152186,1,0,1,2,5,83.8,1,20.45,1461
3,2013,295000,82246,3,0,1,0,5,78.9,1,20.36,1197
5,2016,540000,20000,3,1,1,0,5,81.8,1,20.4,1197
8,2011,350000,100000,1,1,1,2,5,67.1,1,23.59,1364
1,2011,250000,78562,1,0,1,0,5,68.0,1,20.0,1399
3,2011,450000,96000,1,1,1,1,5,126.32,1,22.32,1582
3,2014,420000,50000,1,1,1,0,5,88.73,1,22.54,1396
3,2011,375000,35000,1,1,1,2,5,126.32,1,22.32,1582
5,2017,430000,10000,3,1,1,0,5,67.04,1,23.1,998
5,2017,630000,35000,3,1,1,0,5,83.1,1,21.4,1197
7,2018,550000,23000,3,1,1,0,5,84.0,1,20.3,1199
3,2013,370000,80000,1,1,1,0,5,88.76,1,21.9,1396
5,2019,550000,40000,3,1,1,0,5,81.8,1,21.21,1197
6,2017,300000,30000,3,1,1,0,5,67.0,1,23.01,999
7,2011,150000,120000,1,1,1,0,5,69.0,1,23.03,1396
3,2016,550000,90000,1,1,1,2,5,88.73,1,22.54,1396
3,2015,500000,90000,1,1,1,0,5,88.73,1,22.54,1396
5,2014,525000,110000,1,1,1,2,7,88.76,1,20.77,1248
6,2019,220000,90000,3,1,1,0,5,67.0,1,23.01,999
5,2013,215000,35000,3,1,1,0,5,47.3,1,22.74,796
9,2012,335000,100000,1,1,1,0,5,103.6,1,20.54,1598
1,2011,135000,120000,1,1,1,2,5,68.0,1,20.0,1399
3,2017,575000,50000,1,1,1,0,5,88.73,1,22.54,1396
3,2014,170000,70000,3,1,1,2,5,55.2,1,21.1,814
5,2014,250999,30000,3,1,1,0,5,47.3,1,22.74,796
5,2020,250999,30000,3,1,1,0,5,47.3,1,22.05,796
5,2013,170000,60000,3,1,1,2,5,47.3,1,22.74,796
5,2014,250000,20000,3,1,1,0,5,47.3,1,22.74,796
3,2013,200000,80000,3,1,1,0,5,55.2,1,21.1,814
3,2017,270000,50000,3,1,1,0,5,55.2,1,21.1,814
4,2018,400000,50000,1,1,1,0,8,45.0,1,23.5,909
5,2010,217000,120000,1,1,1,0,5,73.9,1,21.1,1248
5,2017,810000,80000,3,1,1,0,5,91.1,1,20.73,1373
5,2015,369000,20000,3,1,1,2,5,67.04,1,20.51,998
3,2017,750000,27000,1,1,1,0,5,88.73,1,22.54,1396
3,2013,520000,88000,1,1,1,2,5,126.32,1,22.32,1582
3,2012,415000,80000,1,1,1,2,5,126.32,1,22.32,1582
3,2019,700000,60000,1,1,1,0,5,88.76,1,22.54,1396
5,2017,484999,26000,3,1,1,2,5,81.8,1,21.21,1197
3,2014,220000,60000,3,1,1,2,5,55.2,1,21.1,814
3,2014,320000,80000,3,1,1,2,5,78.9,1,20.36,1197
5,2011,375000,90000,1,1,1,2,5,74.0,1,22.9,1248
3,2012,440000,80000,1,1,1,2,5,126.32,1,22.32,1582
8,2014,420000,120000,1,1,1,0,5,67.04,1,23.59,1364
9,2019,800000,25000,1,1,1,0,5,108.62,1,21.66,1498
8,2015,450000,25000,1,1,1,0,5,67.04,1,23.59,1364
5,2012,459999,87000,1,1,1,0,7,88.76,1,20.77,1248
7,2011,149000,148000,1,1,1,2,5,88.8,1,21.12,1248
5,2014,501000,68000,1,0,1,0,5,74.0,1,22.9,1248
3,2016,275000,47000,3,0,1,0,5,55.2,1,21.1,814
3,2018,825000,71500,1,0,1,0,5,88.73,1,22.54,1396
8,2012,411000,110000,1,0,1,0,5,67.04,1,23.59,1364
5,2012,511000,8500,3,0,1,0,5,81.8,1,22.0,1197
9,2012,300000,60300,1,1,1,0,5,73.9,1,22.07,1199
7,2015,400000,35000,1,1,1,0,5,88.7,1,23.0,1248
3,2008,180000,44391,3,1,1,2,5,68.05,1,19.81,1086
8,2013,325000,120000,1,1,1,0,5,67.06,1,23.59,1364
7,2015,350000,90000,1,1,1,2,5,88.7,1,23.0,1248
3,2017,300000,15151,3,1,1,2,5,55.2,1,21.1,814
3,2011,206000,100000,3,1,1,0,5,68.05,1,19.81,1086
8,2014,415000,146000,1,1,1,0,5,67.06,1,23.59,1364
3,2017,350000,20000,3,1,1,0,5,55.2,1,21.1,814
8,2017,632000,150000,1,1,1,0,5,67.05,1,23.59,1364
5,2014,325000,70000,0,1,1,2,5,61.7,0,21.94,1196
3,2008,180000,100000,3,1,1,4,5,68.05,1,19.81,1086
5,2014,450000,15000,1,1,1,2,7,88.76,1,20.77,1248
8,2016,509999,80000,1,1,1,2,5,67.05,1,23.59,1364
5,2011,140000,72000,3,1,1,2,5,46.3,1,19.7,796
6,2012,400000,100000,1,1,1,2,5,83.8,1,20.46,1461
3,2014,620000,110000,1,1,1,0,5,88.73,1,22.54,1396
3,2012,190000,100000,3,1,1,0,5,55.2,1,21.1,814
3,2018,380000,25000,3,1,1,0,5,55.2,1,21.1,814
1,2019,1145000,20000,1,1,1,0,5,98.96,1,23.0,1498
7,2017,540000,70000,1,1,1,0,5,74.0,1,22.95,1248
5,2009,135000,50000,3,1,1,0,5,46.3,1,19.7,796
5,2016,411000,25000,3,1,1,2,5,67.04,1,23.1,998
5,2012,335000,72072,1,0,1,0,5,73.9,1,21.1,1248
1,2012,300000,54000,1,1,1,0,5,68.0,1,20.0,1399
3,2012,415000,82082,1,0,1,0,5,88.73,1,22.54,1396
3,2018,1150000,49000,1,1,0,0,5,126.2,1,22.0,1582
3,2013,195000,58609,3,1,1,2,5,55.2,1,21.1,814
7,2018,749000,30000,1,1,1,0,5,108.5,1,21.5,1497
4,2011,200000,120000,1,1,1,4,5,64.1,1,21.0,1461
7,2014,240000,168000,1,1,1,2,5,74.0,1,22.3,1248
5,2008,145000,120000,3,1,1,2,5,46.3,1,19.7,796
5,2016,450000,5800,3,1,1,2,5,67.04,1,20.51,998
3,2016,335000,17000,3,1,1,0,5,55.2,1,21.1,814
5,2018,459999,5000,3,1,1,0,5,67.04,1,20.51,998
7,2012,140000,195000,1,1,1,2,5,88.8,1,21.12,1248
3,2012,200000,70000,3,1,1,0,5,55.2,1,21.1,814
3,2012,180000,100000,3,1,1,2,5,55.2,1,21.1,814
5,2015,550000,25000,3,1,1,0,5,81.8,1,20.4,1197
5,2012,550000,67000,1,1,1,0,7,88.76,1,20.77,1248
6,2013,315000,85000,1,1,1,0,5,63.12,1,23.08,1461
3,2011,360000,80000,1,1,1,2,5,126.32,1,22.32,1582
5,2014,300000,31000,3,1,1,0,5,67.04,1,20.51,998
5,2016,350000,20000,3,1,1,0,5,67.04,1,20.51,998
1,2017,700000,60000,1,1,1,0,5,98.59,1,22.77,1498
5,2013,415000,102996,1,1,1,2,5,74.0,1,23.4,1248
3,2015,550000,60000,1,1,1,0,5,88.73,1,22.54,1396
1,2013,480000,87452,1,0,1,2,5,98.59,1,22.77,1498
1,2018,750000,17000,1,1,1,0,5,98.96,1,23.0,1498
5,2019,650000,10000,3,1,0,0,5,81.8,1,21.21,1197
5,2016,300000,5000,3,1,1,0,5,47.3,1,22.74,796
5,2009,150000,40000,3,1,1,0,5,46.3,1,19.7,796
3,2016,310000,25000,3,1,1,0,5,55.2,1,21.1,814
5,2009,195000,40000,3,1,1,0,5,46.3,1,19.7,796
3,2015,615000,72000,1,1,1,0,5,88.73,1,22.54,1396
3,2013,350000,70000,1,1,1,2,5,88.76,1,21.9,1396
3,2017,650000,32331,1,1,1,2,5,88.73,1,22.54,1396
3,2016,1100000,70000,1,1,1,0,5,126.2,1,19.67,1582
3,2010,285000,80000,1,1,1,2,5,90.0,1,23.0,1396
3,2016,900000,98000,1,1,1,0,5,126.2,1,19.67,1582
3,2011,340000,80000,1,1,1,2,5,90.0,1,21.9,1396
3,2012,222000,120000,2,1,1,0,5,55.2,0,21.1,814
5,2014,320000,70000,3,1,1,0,5,67.04,1,20.51,998
6,2012,500000,120000,1,1,1,2,5,78.0,1,21.8,1461
6,2017,500000,80000,1,1,1,2,5,63.1,1,23.08,1461
7,2012,200000,230000,1,1,1,0,5,70.0,1,23.57,1396
1,2019,900000,35000,1,1,1,0,5,98.96,1,23.0,1498
3,2011,165000,97000,3,1,1,4,5,68.05,1,19.81,1086
3,2011,160000,60000,3,1,1,0,5,68.05,1,19.81,1086
5,2014,430000,90000,1,1,1,0,5,74.0,1,22.9,1248
9,2018,600000,40000,1,1,1,0,5,108.62,1,21.66,1498
3,2017,1200000,25000,1,1,1,0,5,126.2,1,19.67,1582
5,2013,530000,40000,1,1,1,0,5,74.0,1,23.4,1248
5,2018,509999,8000,3,1,0,2,5,67.0,1,20.51,998
8,2015,387000,170000,1,1,1,0,5,67.04,1,23.59,1364
5,2014,235000,25000,3,1,1,0,5,47.3,1,22.74,796
5,2007,100000,90000,3,1,1,2,5,46.3,1,19.7,796
9,2014,565000,111000,1,1,1,0,5,103.2,1,20.34,1498
5,2017,625000,15000,3,1,1,0,5,83.1,1,21.4,1197
5,2016,280000,30000,3,1,1,2,5,47.3,1,22.74,796
3,2015,1300000,40000,1,1,1,0,5,126.2,1,19.67,1582
5,2017,700000,15000,3,1,0,0,5,81.8,1,21.21,1197
1,2015,600000,135000,1,1,1,0,5,98.59,1,22.77,1498
5,2012,229999,120000,1,1,1,0,5,73.94,1,23.2,1248
7,2007,100000,90000,1,1,1,4,5,70.0,1,23.57,1396
3,2018,850000,50000,1,1,1,0,5,88.73,1,22.54,1396
5,2014,250000,40000,3,1,1,2,5,47.3,1,22.74,796
7,2012,125000,120000,1,1,1,0,5,74.0,1,22.3,1248
3,2019,458000,30000,3,1,1,0,5,68.0,1,20.3,1086
1,2018,950000,20000,1,1,1,0,5,98.96,1,23.0,1498
5,2017,650000,21000,3,1,1,0,5,81.8,1,22.0,1197
5,2013,400000,70000,1,1,1,0,5,74.0,1,22.9,1248
5,2006,100000,42500,3,1,1,0,5,46.3,1,19.7,796
3,2012,350000,25000,3,1,1,0,5,78.9,1,20.36,1197
9,2010,250000,80000,1,1,1,1,5,73.9,1,22.07,1199
6,2016,300000,34000,3,1,1,0,5,67.0,1,23.01,999
6,2017,819999,50000,1,1,1,0,5,83.8,1,19.87,1461
7,2010,409999,100000,1,1,1,2,5,70.0,1,19.61,1405
5,2013,497000,110000,1,1,1,0,7,88.76,1,20.77,1248
1,2019,975000,30000,1,1,1,0,5,98.96,1,23.0,1498
1,2018,620000,15000,3,1,1,0,5,94.93,1,20.4,1194
1,2018,950000,40000,1,1,1,0,5,98.96,1,23.0,1498
5,2014,545000,110000,1,1,1,0,7,88.76,1,20.77,1248
5,2011,400000,72000,1,1,1,0,5,74.0,1,22.9,1248
5,2017,484999,30000,3,1,1,0,5,81.8,1,20.89,1197
5,2016,574000,35000,3,1,1,2,5,83.14,1,20.85,1197
7,2013,200000,167000,1,1,1,0,5,88.8,1,22.3,1248
3,2016,1100000,94000,1,1,1,0,5,126.2,1,19.67,1582
5,2019,500000,10000,3,1,1,0,5,83.1,1,21.4,1197
7,2019,600000,5200,3,1,1,0,5,83.81,1,20.3,1199
5,2013,409999,90000,1,1,1,2,5,74.0,1,22.9,1248
6,2018,950000,26000,1,1,1,0,5,108.45,1,19.6,1461
3,2012,267000,40000,3,1,1,0,5,78.9,1,20.36,1197
3,2008,120000,93331,3,1,1,2,5,68.05,1,19.81,1086
5,2019,750000,6500,3,1,0,0,5,81.8,1,21.21,1197
8,2015,570000,120000,1,1,1,2,5,67.05,1,23.59,1364
3,2012,180000,120000,3,1,1,2,5,55.2,1,21.1,814
1,2015,685000,109000,1,0,1,0,5,89.84,1,22.7,1498
3,2013,425000,101000,1,0,1,0,5,88.76,1,21.9,1396
9,2019,1350000,5400,1,0,1,3,5,108.6,1,22.27,1498
6,2018,500000,31000,3,0,1,0,5,67.0,1,23.01,999
5,2016,434999,55000,3,0,1,0,5,81.8,1,20.52,1197
7,2018,250000,55000,3,0,0,0,4,37.48,1,21.9,624
3,2014,700000,117000,1,0,1,0,5,126.32,1,22.32,1582
5,2015,425000,75000,3,0,1,0,5,81.8,1,20.52,1197
7,2019,1140000,10000,1,1,0,0,5,108.5,1,21.5,1497
5,2010,215000,64000,3,1,1,0,5,46.3,1,19.7,796
5,2011,215000,50000,3,1,1,2,5,46.3,1,19.7,796
5,2017,395000,25000,3,1,1,0,5,67.0,1,21.63,998
5,2014,300000,10000,3,1,1,0,5,67.04,1,20.51,998
0,2013,355000,68000,1,1,1,0,5,76.9,1,22.1,1248
5,2015,180000,35000,3,1,1,2,5,47.3,1,22.74,796
5,2013,409999,90000,1,1,1,0,5,74.0,1,22.9,1248
5,2013,550000,56000,1,1,1,0,5,74.0,1,23.4,1248
5,2009,155000,54000,3,1,1,0,5,46.3,1,19.7,796
3,2018,565000,10000,3,1,0,0,5,68.0,1,20.3,1086
1,2018,900000,40000,1,1,1,0,5,98.96,1,23.0,1498
3,2015,575000,60000,1,1,1,0,5,88.73,1,22.54,1396
1,2017,750000,37000,1,1,1,0,5,98.96,1,23.0,1498
5,2018,625000,22000,3,1,1,0,5,83.1,1,21.4,1197
3,2018,799000,60000,1,1,1,2,5,88.73,1,22.54,1396
5,2013,300000,57000,3,1,1,2,5,67.04,1,20.51,998
5,2017,850000,27000,3,1,1,0,5,91.1,1,20.73,1373
5,2011,229999,40000,3,1,1,2,5,67.1,1,20.92,998
5,2015,400000,60000,3,1,1,0,5,67.04,1,23.1,998
3,2015,250999,43000,3,1,1,2,5,55.2,1,21.1,814
5,2016,450000,64000,3,1,1,0,5,81.8,1,20.4,1197
6,2017,575000,96000,1,1,1,0,5,83.8,1,19.87,1461
6,2013,400000,96000,1,1,1,0,5,83.8,1,20.46,1461
5,2019,480000,7600,3,1,1,0,5,67.0,1,21.63,998
5,2019,490000,7000,3,1,1,0,5,67.0,1,21.63,998
7,2017,600000,50000,1,1,1,0,5,74.0,1,22.95,1248
7,2015,425000,80000,1,1,1,0,5,88.7,1,23.0,1248
5,2015,360000,34000,3,1,1,0,5,67.04,1,20.51,998
3,2014,755000,29340,1,1,1,0,5,126.32,1,22.32,1582
1,2011,215000,120000,1,1,1,0,5,68.0,1,20.0,1399
3,2007,190000,70000,3,1,1,2,5,68.05,1,19.81,1086
5,2014,438999,81000,1,0,1,0,5,74.0,1,23.4,1248
6,2015,550000,240000,1,1,1,0,7,108.5,1,19.98,1461
5,2013,375000,88200,1,1,1,0,5,73.94,1,23.2,1248
5,2016,270000,35000,3,1,1,0,5,47.3,1,22.74,796
7,2011,220000,80000,1,1,1,0,5,69.0,1,23.03,1396
5,2019,600000,7500,3,1,0,0,5,81.8,1,21.21,1197
3,2016,300000,40800,3,1,1,0,5,55.2,1,21.1,814
5,2016,550000,8588,3,1,1,0,5,81.8,1,22.0,1197
8,2018,670000,150000,1,1,1,0,5,67.05,1,23.59,1364
3,2016,425000,50000,3,1,1,0,5,68.05,1,19.81,1086
4,2018,750000,22000,1,1,1,0,5,65.0,1,21.03,1461
7,2016,475000,50000,1,1,1,0,5,74.0,1,22.95,1248
5,2015,700000,120000,1,1,1,2,7,88.76,1,20.77,1248
5,2012,240000,90000,1,1,1,2,5,73.94,1,23.2,1248
5,2015,400000,30000,3,1,1,0,5,67.04,1,23.1,998
3,2014,545000,80000,1,1,1,2,5,126.32,1,22.32,1582
3,2016,725000,100000,1,1,1,0,5,88.7,1,21.38,1396
5,2011,204999,85000,1,1,1,2,5,73.9,1,21.1,1248
5,2012,204000,110000,3,1,1,4,5,67.1,1,20.92,998
3,2018,350000,25000,3,1,1,0,5,68.05,1,20.3,998
9,2013,350000,100000,1,1,1,0,5,103.6,1,20.54,1598
1,2012,175000,120000,1,1,1,2,5,68.0,1,20.0,1399
9,2011,340000,90000,1,1,1,0,5,103.6,1,20.54,1598
5,2013,360000,97000,1,1,1,0,5,74.0,1,22.9,1248
5,2007,100000,60000,3,1,1,4,5,46.3,1,19.7,796
5,2014,450000,70000,1,1,1,0,5,74.0,1,23.4,1248
5,2011,215000,40000,3,1,1,0,5,85.8,1,21.1,1197
9,2015,416000,80000,1,1,1,0,5,88.8,1,20.14,1498
5,2010,145000,70000,3,1,1,2,5,67.1,1,20.92,998
5,2016,340000,30000,3,1,1,2,5,67.04,1,20.51,998
5,2015,300000,50000,3,1,1,0,5,47.3,1,22.74,796
7,2010,170000,150000,1,1,1,4,5,88.8,1,21.12,1248
5,2013,600000,60000,1,1,1,4,7,88.8,1,20.77,1248
3,2019,509999,5000,3,1,1,0,5,68.0,1,20.3,1086
3,2015,280000,55000,3,1,1,0,5,78.9,1,20.36,1197
1,2015,600000,40000,1,1,1,0,5,98.59,1,22.77,1498
9,2019,695000,36800,1,0,1,0,5,88.0,1,20.14,1498
5,2016,355000,60000,3,0,1,0,5,67.05,1,21.79,998
9,2018,650000,40000,1,0,1,0,5,88.0,1,20.14,1498
5,2011,300000,90000,1,1,1,2,5,73.9,1,21.1,1248
6,2012,225000,110000,1,1,1,2,5,63.12,1,23.08,1461
3,2014,700000,80000,1,1,1,0,5,126.32,1,22.32,1582
3,2016,800000,80000,1,1,1,0,5,88.73,1,21.19,1396
8,2010,450000,120000,1,1,1,2,5,87.2,1,21.43,1364
3,2016,925000,79000,1,0,1,0,5,126.2,1,19.67,1582
5,2013,620000,139000,1,1,1,0,7,88.76,1,20.77,1248
6,2019,786000,7720,3,1,1,0,7,71.0,1,20.0,999
5,2002,120000,60000,1,1,1,2,5,58.0,1,20.8,1527
4,2016,750000,100000,1,1,1,0,5,64.1,1,20.8,1461
5,2015,290000,30000,3,1,1,2,5,67.04,1,23.1,998
3,2019,500000,5000,3,1,1,0,5,68.0,1,20.3,1086
7,2013,250000,50000,1,1,1,0,5,88.8,1,21.02,1248
7,2013,220000,80000,1,1,1,0,5,69.0,1,23.03,1396
1,2017,960000,42000,1,0,1,0,5,98.96,1,23.0,1498
5,2019,1025000,15000,3,0,0,0,5,103.25,1,20.28,1462
5,2017,700000,80000,3,0,1,0,5,81.8,1,22.0,1197
1,2016,780000,60000,1,0,1,0,5,98.59,1,22.77,1498
3,2017,1050000,70000,1,0,1,0,5,126.32,1,22.32,1582
7,2016,400000,100000,1,1,1,0,5,74.0,1,22.95,1248
5,2009,85000,90000,3,1,1,2,5,46.3,1,19.7,796
6,2018,260000,50000,3,1,1,0,5,67.0,1,23.01,999
